Mod:Item:MetaData, Localized Name
iceandfire:troll_weapon.column, Troll's Stone Column
iceandfire:troll_weapon.column_forest, Troll's Mossy Column
iceandfire:troll_weapon.column_frost, Troll's Frosted Col
iceandfire:troll_weapon.hammer, Troll's Hammer
iceandfire:troll_weapon.trunk, Troll's Tree Trunk
iceandfire:troll_weapon.trunk_frost, Troll's Frosted Tree Trunk
iceandfire:troll_leather_forest, Forest Troll Leather
iceandfire:forest_troll_leather_helmet, Forest Troll Leather Helmet
iceandfire:forest_troll_leather_chestplate, Forest Troll Leather Chestplate
iceandfire:forest_troll_leather_leggings, Forest Troll Leather Leggings
iceandfire:forest_troll_leather_boots, Forest Troll Leather Boots
iceandfire:troll_leather_frost, Frost Troll Leather
iceandfire:frost_troll_leather_helmet, Frost Troll Leather Helmet
iceandfire:frost_troll_leather_chestplate, Frost Troll Leather Chestplate
iceandfire:frost_troll_leather_leggings, Frost Troll Leather Leggings
iceandfire:frost_troll_leather_boots, Frost Troll Leather Boots
iceandfire:troll_leather_mountain, Mountain Troll Leather
iceandfire:mountain_troll_leather_helmet, Mountain Troll Leather Helmet
iceandfire:mountain_troll_leather_chestplate, Mountain Troll Leather Chestplate
iceandfire:mountain_troll_leather_leggings, Mountain Troll Leather Leggings
iceandfire:mountain_troll_leather_boots, Mountain Troll Leather Boots
iceandfire:hippogryph_skull, Hippogryph Skull
iceandfire:cyclops_skull, Cyclops Skull
iceandfire:cockatrice_skull, Cockatrice Skull
iceandfire:stymphalian_skull, Stymphalian Bird Skull
iceandfire:troll_skull, Troll Skull
iceandfire:amphithere_skull, Amphithere Skull
iceandfire:seaserpent_skull, Sea Serpent Skull
iceandfire:hydra_skull, Hydra Skull
integrateddynamics:part_audio_reader_item, parttype.parttypes.integrateddynamics.audio_reader.name.name
integrateddynamics:part_block_reader_item, parttype.parttypes.integrateddynamics.block_reader.name.name
integrateddynamics:part_entity_reader_item, parttype.parttypes.integrateddynamics.entity_reader.name.name
integrateddynamics:part_extradimensional_reader_item, parttype.parttypes.integrateddynamics.extradimensional_reader.name.name
integrateddynamics:part_fluid_reader_item, parttype.parttypes.integrateddynamics.fluid_reader.name.name
integrateddynamics:part_inventory_reader_item, parttype.parttypes.integrateddynamics.inventory_reader.name.name
integrateddynamics:part_machine_reader_item, parttype.parttypes.integrateddynamics.machine_reader.name.name
integrateddynamics:part_network_reader_item, parttype.parttypes.integrateddynamics.network_reader.name.name
integrateddynamics:part_redstone_reader_item, parttype.parttypes.integrateddynamics.redstone_reader.name.name
integrateddynamics:part_world_reader_item, parttype.parttypes.integrateddynamics.world_reader.name.name
integrateddynamics:part_audio_writer_item, parttype.parttypes.integrateddynamics.audio_writer.name.name
integrateddynamics:part_effect_writer_item, parttype.parttypes.integrateddynamics.effect_writer.name.name
integrateddynamics:part_entity_writer_item, parttype.parttypes.integrateddynamics.entity_writer.name.name
integrateddynamics:part_machine_writer_item, parttype.parttypes.integrateddynamics.machine_writer.name.name
integrateddynamics:part_inventory_writer_item, parttype.parttypes.integrateddynamics.inventory_writer.name.name
integrateddynamics:part_redstone_writer_item, parttype.parttypes.integrateddynamics.redstone_writer.name.name
integrateddynamics:part_static_light_panel_item, parttype.parttypes.integrateddynamics.static_light_panel.name.name
integrateddynamics:part_dynamic_light_panel_item, parttype.parttypes.integrateddynamics.dynamic_light_panel.name.name
integrateddynamics:part_display_panel_item, parttype.parttypes.integrateddynamics.display_panel.name.name
integrateddynamics:part_connector_mono_directional_item, parttype.parttypes.integrateddynamics.connector_mono_directional.name.name
integrateddynamics:part_connector_omni_directional_item, parttype.parttypes.integrateddynamics.connector_omni_directional.name.name
integrateddynamics:cable, Logic Cable
integrateddynamics:variablestore:0, Variable Store
integrateddynamics:logic_programmer:0, Logic Programmer
integrateddynamics:energy_battery, Energy Battery
integrateddynamics:creative_energy_battery, Creative Energy Battery
integrateddynamics:coal_generator:0, Generator
integrateddynamics:proxy:0, Proxy
integrateddynamics:materializer:0, Materializer
integrateddynamics:menril_log:0, Menril Wood
integrateddynamics:menril_log_filled:0, Enriched Menril Wood
integrateddynamics:menril_leaves:0, Menril Leaves
integrateddynamics:menril_sapling:0, Menril Sapling
integrateddynamics:menril_planks, Menril Wood Planks
integrateddynamics:crystalized_menril_block, Block of Crystalized Menril
integrateddynamics:crystalized_menril_brick, Crystalized Menril Brick
integrateddynamics:block_menril_resin:0, Menril Resin
integrateddynamics:drying_basin, Drying Basin
integrateddynamics:squeezer:0, Squeezer
integrateddynamics:menril_door, Menril Door
integrateddynamics:menril_torch:0, Menril Torch
integrateddynamics:menril_torch_stone:0, Menril Stone Torch
integrateddynamics:menril_planks_stairs:0, Menril Wood Stairs
integrateddynamics:crystalized_menril_block_stairs:0, Crystalized Menril Stairs
integrateddynamics:crystalized_menril_brick_stairs:0, Crystalized Menril Brick Stairs
integrateddynamics:delay:0, Delayer
integrateddynamics:block_liquid_chorus:0, Liquid Chorus
integrateddynamics:crystalized_chorus_block, Block of Crystalized Chorus
integrateddynamics:crystalized_chorus_brick, Crystalized Chorus Brick
integrateddynamics:crystalized_chorus_block_stairs:0, Crystalized Chorus Stairs
integrateddynamics:crystalized_chorus_brick_stairs:0, Crystalized Chorus Brick Stairs
integrateddynamics:mechanical_squeezer:0, Mechanical Squeezer
integrateddynamics:mechanical_drying_basin:0, Mechanical Drying Basin
integrateddynamics:wrench, Wrench
integrateddynamics:variable, Variable Card
integrateddynamics:labeller, Labeller
integrateddynamics:facade, Facade
integrateddynamics:crystalized_menril_chunk, Crystalized Menril Chunk
integrateddynamics:variable_transformer:0, Output Variable Transformer
integrateddynamics:variable_transformer:1, Input Variable Transformer
integrateddynamics:menril_berries, Menril Berries
integrateddynamics:portable_logic_programmer, Portable Logic Programmer
integrateddynamics:on_the_dynamics_of_integration, On the Dynamics of Integration
integrateddynamics:crystalized_chorus_chunk, Crystalized Chorus Chunk
integrateddynamics:logic_director, Logic Director
ironbackpacks:backpack:0, Basic Backpack
ironbackpacks:backpack:0, Iron Backpack
ironbackpacks:backpack:0, Iron Backpack
ironbackpacks:backpack:0, Gold Backpack
ironbackpacks:backpack:0, Gold Backpack
ironbackpacks:backpack:0, Diamond Backpack
ironbackpacks:backpack:0, Diamond Backpack
ironbackpacks:upgrade:0, Blank Upgrade
ironbackpacks:upgrade:0, Damage Bar Upgrade
ironbackpacks:upgrade:0, Latch Upgrade
ironbackpacks:upgrade:0, Extra Upgrade Point
ironbackpacks:upgrade:0, Everlasting Upgrade
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
ironchest:iron_shulker_box_gray:0, Gray Iron Shulker Box
ironchest:iron_shulker_box_gray:1, Gray Gold Shulker Box
ironchest:iron_shulker_box_gray:2, Gray Diamond Shulker Box
ironchest:iron_shulker_box_gray:3, Gray Copper Shulker Box
ironchest:iron_shulker_box_gray:4, Gray Silver Shulker Box
ironchest:iron_shulker_box_gray:5, Gray Crystal Shulker Box
ironchest:iron_shulker_box_gray:6, Gray Obsidian Shulker Box
ironchest:iron_shulker_box_silver:0, Light Gray Iron Shulker Box
ironchest:iron_shulker_box_silver:1, Light Gray Gold Shulker Box
ironchest:iron_shulker_box_silver:2, Light Gray Diamond Shulker Box
ironchest:iron_shulker_box_silver:3, Light Gray Copper Shulker Box
ironchest:iron_shulker_box_silver:4, Light Gray Silver Shulker Box
ironchest:iron_shulker_box_silver:5, Light Gray Crystal Shulker Box
ironchest:iron_shulker_box_silver:6, Light Gray Obsidian Shulker Box
ironchest:iron_shulker_box_cyan:0, Cyan Iron Shulker Box
ironchest:iron_shulker_box_cyan:1, Cyan Gold Shulker Box
ironchest:iron_shulker_box_cyan:2, Cyan Diamond Shulker Box
ironchest:iron_shulker_box_cyan:3, Cyan Copper Shulker Box
ironchest:iron_shulker_box_cyan:4, Cyan Silver Shulker Box
ironchest:iron_shulker_box_cyan:5, Cyan Crystal Shulker Box
ironchest:iron_shulker_box_cyan:6, Cyan Obsidian Shulker Box
ironchest:iron_shulker_box_purple:0, Purple Iron Shulker Box
ironchest:iron_shulker_box_purple:1, Purple Gold Shulker Box
ironchest:iron_shulker_box_purple:2, Purple Diamond Shulker Box
ironchest:iron_shulker_box_purple:3, Purple Copper Shulker Box
ironchest:iron_shulker_box_purple:4, Purple Silver Shulker Box
ironchest:iron_shulker_box_purple:5, Purple Crystal Shulker Box
ironchest:iron_shulker_box_purple:6, Purple Obsidian Shulker Box
ironchest:iron_shulker_box_blue:0, Blue Iron Shulker Box
ironchest:iron_shulker_box_blue:1, Blue Gold Shulker Box
ironchest:iron_shulker_box_blue:2, Blue Diamond Shulker Box
ironchest:iron_shulker_box_blue:3, Blue Copper Shulker Box
ironchest:iron_shulker_box_blue:4, Blue Silver Shulker Box
ironchest:iron_shulker_box_blue:5, Blue Crystal Shulker Box
ironchest:iron_shulker_box_blue:6, Blue Obsidian Shulker Box
ironchest:iron_shulker_box_brown:0, Brown Iron Shulker Box
ironchest:iron_shulker_box_brown:1, Brown Gold Shulker Box
ironchest:iron_shulker_box_brown:2, Brown Diamond Shulker Box
ironchest:iron_shulker_box_brown:3, Brown Copper Shulker Box
ironchest:iron_shulker_box_brown:4, Brown Silver Shulker Box
ironchest:iron_shulker_box_brown:5, Brown Crystal Shulker Box
ironchest:iron_shulker_box_brown:6, Brown Obsidian Shulker Box
ironchest:iron_shulker_box_green:0, Green Iron Shulker Box
ironchest:iron_shulker_box_green:1, Green Gold Shulker Box
ironchest:iron_shulker_box_green:2, Green Diamond Shulker Box
ironchest:iron_shulker_box_green:3, Green Copper Shulker Box
ironchest:iron_shulker_box_green:4, Green Silver Shulker Box
ironchest:iron_shulker_box_green:5, Green Crystal Shulker Box
ironchest:iron_shulker_box_green:6, Green Obsidian Shulker Box
ironchest:iron_shulker_box_red:0, Red Iron Shulker Box
ironchest:iron_shulker_box_red:1, Red Gold Shulker Box
ironchest:iron_shulker_box_red:2, Red Diamond Shulker Box
ironchest:iron_shulker_box_red:3, Red Copper Shulker Box
ironchest:iron_shulker_box_red:4, Red Silver Shulker Box
ironchest:iron_shulker_box_red:5, Red Crystal Shulker Box
ironchest:iron_shulker_box_red:6, Red Obsidian Shulker Box
ironchest:iron_shulker_box_black:0, Black Iron Shulker Box
ironchest:iron_shulker_box_black:1, Black Gold Shulker Box
ironchest:iron_shulker_box_black:2, Black Diamond Shulker Box
ironchest:iron_shulker_box_black:3, Black Copper Shulker Box
ironchest:iron_shulker_box_black:4, Black Silver Shulker Box
ironchest:iron_shulker_box_black:5, Black Crystal Shulker Box
ironchest:iron_shulker_box_black:6, Black Obsidian Shulker Box
ironchest:iron_gold_chest_upgrade, Iron to Gold Chest Upgrade
ironchest:gold_diamond_chest_upgrade, Gold to Diamond Chest Upgrade
ironchest:copper_silver_chest_upgrade, Copper to Silver Chest Upgrade
ironchest:silver_gold_chest_upgrade, Silver to Gold Chest Upgrade
ironchest:copper_iron_chest_upgrade, Copper to Iron Chest Upgrade
ironchest:diamond_crystal_chest_upgrade, Diamond to Crystal Chest Upgrade
ironchest:wood_iron_chest_upgrade, Wood to Iron Chest Upgrade
ironchest:wood_copper_chest_upgrade, Wood to Copper Chest Upgrade
ironchest:diamond_obsidian_chest_upgrade, Diamond to Obsidian Chest Upgrade
ironchest:iron_gold_shulker_upgrade, Iron to Gold Shulker Box Upgrade
ironchest:gold_diamond_shulker_upgrade, Gold to Diamond Shulker Box Upgrade
ironchest:copper_silver_shulker_upgrade, Copper to Silver Shulker Box Upgrade
ironchest:silver_gold_shulker_upgrade, Silver to Gold Shulker Box Upgrade
ironchest:copper_iron_shulker_upgrade, Copper to Iron Shulker Box Upgrade
ironchest:diamond_crystal_shulker_upgrade, Diamond to Crystal Shulker Box Upgrade
ironchest:vanilla_iron_shulker_upgrade, Vanilla to Iron Shulker Box Upgrade
ironchest:vanilla_copper_shulker_upgrade, Vanilla to Copper Shulker Box Upgrade
ironchest:diamond_obsidian_shulker_upgrade, Diamond to Obsidian Shulker Box Upgrade
mekanism:electricbow, Electric Bow
mekanism:dust:0, Iron Dust
mekanism:dust:1, Gold Dust
mekanism:dust:2, Osmium Dust
mekanism:dust:3, Copper Dust
mekanism:dust:4, Tin Dust
mekanism:dust:5, Silver Dust
mekanism:dust:6, Lead Dust
mekanism:ingot:0, Refined Obsidian Ingot
mekanism:ingot:1, Osmium Ingot
mekanism:ingot:2, Bronze Ingot
mekanism:ingot:3, Glowstone Ingot
mekanism:ingot:4, Steel Ingot
mekanism:ingot:5, Copper Ingot
mekanism:ingot:6, Tin Ingot
mekanism:nugget:0, Refined Obsidian Nugget
mekanism:nugget:1, Osmium Nugget
mekanism:nugget:2, Bronze Nugget
mekanism:nugget:3, Glowstone Nugget
mekanism:nugget:4, Steel Nugget
mekanism:nugget:5, Copper Nugget
mekanism:nugget:6, Tin Nugget
mekanism:energytablet, Energy Tablet
mekanism:speedupgrade, Speed Upgrade
mekanism:energyupgrade, Energy Upgrade
mekanism:filterupgrade, Filter Upgrade
mekanism:mufflingupgrade, Muffling Upgrade
mekanism:gasupgrade, Gas Upgrade
mekanism:anchorupgrade, Anchor Upgrade
mekanism:robit, Robit
mekanism:atomicdisassembler, Atomic Disassembler
mekanism:enrichedalloy, Enriched Alloy
mekanism:reinforcedalloy, Reinforced Alloy
mekanism:atomicalloy, Atomic Alloy
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, Basic Control Circuit
mekanism:controlcircuit:1, Advanced Control Circuit
mekanism:controlcircuit:2, Elite Control Circuit
mekanism:controlcircuit:3, Ultimate Control Circuit
mekanism:enrichediron, Enriched Iron
mekanism:compressedcarbon, Compressed Carbon
mekanism:compressedredstone, Compressed Redstone
mekanism:compresseddiamond, Compressed Diamond
mekanism:compressedobsidian, Compressed Obsidian
mekanism:portableteleporter, Portable Teleporter
mekanism:teleportationcore, Teleportation Core
mekanism:clump:0, Iron Clump
mekanism:clump:1, Gold Clump
mekanism:clump:2, Osmium Clump
mekanism:clump:3, Copper Clump
mekanism:clump:4, Tin Clump
mekanism:clump:5, Silver Clump
mekanism:clump:6, Lead Clump
mekanism:dirtydust:0, Dirty Iron Dust
mekanism:dirtydust:1, Dirty Gold Dust
mekanism:dirtydust:2, Dirty Osmium Dust
mekanism:dirtydust:3, Dirty Copper Dust
mekanism:dirtydust:4, Dirty Tin Dust
mekanism:dirtydust:5, Dirty Silver Dust
mekanism:dirtydust:6, Dirty Lead Dust
mekanism:configurator, Configurator
mekanism:networkreader, Network Reader
mekanism:walkietalkie, Walkie-Talkie
mekanism:jetpack, Jetpack
mekanism:dictionary, Dictionary
mekanism:gasmask, Gas Mask
mekanism:scubatank, Scuba Tank
mekanism:balloon:0, §8Black Balloon
mekanism:balloon:1, §cRed Balloon
mekanism:balloon:2, §2Green Balloon
mekanism:balloon:3, §6Brown Balloon
mekanism:balloon:4, §1Blue Balloon
mekanism:balloon:5, §5Purple Balloon
mekanism:balloon:6, §3Cyan Balloon
mekanism:balloon:7, §7Light Grey Balloon
mekanism:balloon:8, §8Grey Balloon
mekanism:balloon:9, §dPink Balloon
mekanism:balloon:10, §aLime Balloon
mekanism:balloon:11, §eYellow Balloon
mekanism:balloon:12, §9Light Blue Balloon
mekanism:balloon:13, §dMagenta Balloon
mekanism:balloon:14, §6Orange Balloon
mekanism:balloon:15, §fWhite Balloon
mekanism:shard:0, Iron Shard
mekanism:shard:1, Gold Shard
mekanism:shard:2, Osmium Shard
mekanism:shard:3, Copper Shard
mekanism:shard:4, Tin Shard
mekanism:shard:5, Silver Shard
mekanism:shard:6, Lead Shard
mekanism:electrolyticcore, Electrolytic Core
mekanism:sawdust, Sawdust
mekanism:salt, Salt
mekanism:crystal:0, Iron Crystal
mekanism:crystal:1, Gold Crystal
mekanism:crystal:2, Osmium Crystal
mekanism:crystal:3, Copper Crystal
mekanism:crystal:4, Tin Crystal
mekanism:crystal:5, Silver Crystal
mekanism:crystal:6, Lead Crystal
mekanism:freerunners, Free Runners
mekanism:armoredjetpack, Armored Jetpack
mekanism:configurationcard, Configuration Card
mekanism:craftingformula, Crafting Formula
mekanism:seismicreader, Seismic Reader
mekanism:substrate, Substrate
mekanism:polyethene:0, HDPE Pellet
mekanism:polyethene:1, HDPE Rod
